user_id,prompts_sent,average_mssd,max_mssd,average_threshold,max_threshold
063ccc2d-5c76-4a56-898a-e8ce78dd170f,1,0.08666666666666666,0.6666666666666666,0.12903225806451618,0.43333333333333335
0c61232c-daa7-4a68-83f8-fda46ec0da2c,1,0.2685185185185185,1.0,0.5023809523809526,1.0
0d9d528b-c1f4-450c-af1e-e30e3b7e38d5,1,0.6290322580645161,4.0,0.6817204301075269,1.0
0de476ef-fc31-4254-963d-be1e475d79ae,1,0.47849462365591394,1.6666666666666667,0.5784946236559141,1.0
118f54a4-cab5-44d2-a756-41db971f5808,1,2.1785714285714284,9.0,5.008602150537635,7.4
159fc037-bfb1-4509-835f-7b6f7b82622a,0,0.5158730158730158,1.0,1.0,1.0
15aac22e-f5e2-45f3-b9c3-6b112b39b639,1,2.096774193548387,4.666666666666667,4.021505376344086,4.266666666666667
1e1d25b0-22f4-4e5f-acaa-757e2f67a8b1,1,2.0632183908045976,4.0,2.6580645161290324,3.400000000000002
1fc2e9b9-c6e0-47a2-9e6a-793bc6836523,1,1.476190476190476,9.0,2.161904761904762,3.466666666666667
2051183b-6b31-4b96-88da-7f1a3082a2cd,1,0.9195402298850575,4.0,1.5827956989247314,1.6666666666666667
2241165b-cc88-40b9-b53f-8d042a305149,1,0.2745098039215686,1.0,0.5827956989247312,0.6666666666666666
24495ab3-cee7-4d9d-9933-46530831788b,1,0.9080459770114943,4.0,1.7205128205128208,3.4000000000000004
24562ef3-1f67-464b-a9e1-fc519b9cb530,1,1.8737373737373737,4.0,3.406451612903226,4.0
252ee416-922f-4450-85f1-f3e6d92f7b94,1,1.1559139784946237,4.0,1.5075268817204304,2.4000000000000004
2688fc02-bde8-405c-b919-1e6b53ebf83a,1,1.14367816091954,4.0,0.7741935483870968,1.1333333333333353
28024eda-e12b-40a4-aafd-d08657a4f216,1,0.3225806451612903,0.6666666666666666,0.5547619047619048,0.6666666666666666
290c1d4f-33d7-4e50-bcb1-6f22ef7be18d,1,1.4833333333333334,4.666666666666667,2.0022222222222226,3.6666666666666665
32d19eba-49f9-4375-aa7a-29d560847bc6,1,0.37745098039215685,1.0,0.6623655913978496,0.8666666666666667
33ac80b1-85c1-42a3-8522-a9903f0a5118,0,0.6439393939393939,1.0,1.0,1.0
3b0be2c8-f676-41bd-ae94-94910a2ca1c5,0,0.5984848484848485,1.0,1.0,1.0
3c62fa27-db73-4b89-ad9b-fe58a81e310f,1,1.5178571428571428,6.333333333333333,3.112820512820513,4.866666666666667
3c6477ac-702c-4f50-9104-d65e62b31821,1,0.44949494949494945,2.0,0.8430107526881722,1.0
3d6e11d0-e9de-4351-a4c5-00798cc90812,1,0.6414141414141414,2.0,0.7935483870967742,1.2666666666666668
3f46753b-0b01-472d-a58f-f5979d4777a8,1,1.2941176470588236,3.0,1.9225806451612906,2.6666666666666665
411a416b-7640-4986-b16b-4eeabf355646,1,0.7741935483870968,2.0,1.3075268817204304,1.6666666666666667
41a62e40-fd7a-4264-8759-d1dfeb693f52,1,1.1818181818181819,2.6666666666666665,1.7784946236559143,2.166666666666667
434a3e13-a8ae-489a-8f9a-f54c50baba8a,1,0.4733333333333334,1.6666666666666667,1.0064516129032257,1.1333333333333335
44bc46cf-4671-4556-8039-2b14ef029985,1,0.7055555555555556,2.0,1.1634408602150539,1.6666666666666667
499b021c-ea64-49c1-9178-f3c27e7e3c15,1,0.9705882352941176,3.3333333333333335,1.206451612903226,3.0
4a7ffd59-7249-4cdb-a7b9-c068dc9043cb,1,2.166666666666667,8.666666666666666,3.6387096774193557,5.933333333333334
4b20abbc-ae64-4d50-8e0d-bfeeae433423,1,0.41666666666666663,1.0,0.6408602150537634,0.6666666666666666
4bccb05d-cc51-4b6b-b0c6-bb287e5e41b3,1,0.965686274509804,4.0,0.827956989247312,1.6666666666666667
4c8f02c9-0634-4988-ae77-a1ccd5feba84,1,0.8186274509803921,1.6666666666666667,0.9483870967741936,1.2666666666666668
515b82ff-cf12-470a-8f41-5135ad7a4605,1,0.75,2.0,1.2516129032258065,1.7333333333333334
53106302-1b2c-4b42-a6e5-71898da40c62,1,0.45833333333333337,2.0,0.6620689655172416,1.6666666666666667
5744b919-f978-45ab-ad48-b827f5a1019d,1,1.1176470588235294,3.0,1.617204301075269,1.9333333333333336
5852cb2d-cd92-40ab-b8f8-a83ca0a8d3a2,1,0.38461538461538464,1.0,0.7870967741935485,1.0
585e4216-3f67-4520-aa52-b59ea9798a58,1,1.3480392156862744,4.0,2.7548387096774194,3.466666666666667
5c44094d-1fdb-497e-8d78-456a2f093ed0,1,1.4301075268817205,5.0,2.008602150537635,4.333333333333334
60f2c7a9-1a61-4afc-8aed-e31d6b00f1df,1,1.8725490196078431,8.666666666666666,4.288172043010753,6.2666666666666675
638a833d-5b92-45cd-a138-376398dc6186,1,0.07971014492753623,1.0,0.006451612903225821,0.13333333333333344
63dee8ee-f332-48f1-a202-458cba075817,1,1.9656862745098038,7.0,4.251612903225808,6.166666666666667
65e568d1-341c-4be6-a315-39cfa4946f81,1,0.8535353535353536,2.0,0.9559139784946238,1.1333333333333353
6d4dfe43-a152-4cd3-b41b-3b73d2592fdc,1,0.5860215053763441,2.0,0.8114942528735634,1.7333333333333334
7472f58b-bfeb-48a3-87e8-feea303444f5,1,0.22916666666666666,1.0,0.08000000000000007,0.40000000000000036
7569d6c3-5f55-4eb9-bc78-e6b35803abb0,0,0.5454545454545454,2.5,1.2731182795698925,2.166666666666667
77454900-2cda-458b-aab4-3d3720cabdee,1,2.1614583333333335,6.333333333333333,2.155913978494624,3.3333333333333335
77a7fb72-4458-496b-a5ef-de1f3829bc96,1,0.16666666666666666,0.5,0.3282051282051282,0.3333333333333333
7d69b841-c716-47be-8cc9-7372c5e72bf3,1,1.0123456790123457,2.5,1.6516129032258065,2.0
7fbd6a59-07d9-47ae-a13b-a047a21bd5c0,1,0.7733333333333333,2.0,1.0,1.0
82935ced-9be6-4b76-a524-94d317c77e24,1,0.2727272727272727,1.0,0.7161290322580645,1.0
8374ff74-3355-43fe-ab27-09c15da90de0,1,0.20098039215686272,1.0,0.6236559139784947,1.0
84af34e0-6e34-436c-bd53-1396bccb3913,1,0.058823529411764705,0.3333333333333333,0.10967741935483882,0.3333333333333333
87d91b95-2ff2-4b26-9dd1-0b6158f3de52,1,1.0256410256410258,4.0,1.5544444444444447,2.5
8b3d92ff-d23a-4048-ac43-74a5abfa667c,1,1.3872549019607843,6.333333333333333,1.0731182795698924,1.6666666666666667
9054877e-935e-4ce8-a7c6-a4280e112049,0,0.631578947368421,1.0,1.0,1.0
94454d62-5d37-44ed-930a-99c65de8b22b,1,0.19166666666666665,1.0,0.5311827956989248,0.8
95733ffc-3d2b-4491-9f66-5ed59049b019,1,0.5637254901960784,2.5,1.1806451612903228,2.166666666666667
9bda548b-369e-402c-9435-089a7696dc12,1,0.956989247311828,3.6666666666666665,1.0559139784946237,2.0
9f87f549-c760-4b2c-b979-caf8aaad2c8b,1,0.4770114942528736,2.5,0.9075268817204302,1.5333333333333339
a26efc1e-2bc9-4639-98c7-9e24b70bd9ad,1,0.9947916666666666,3.3333333333333335,1.4397849462365595,2.0
a5704e8e-78bd-4741-b30c-958e8bb2e9ee,1,0.8655913978494624,2.5,1.8301075268817206,2.3
a7629e71-eee5-4307-8419-695e7ca91da8,1,0.29166666666666663,1.0,0.5022222222222222,0.8
aaf02c8d-5c9e-472c-b495-0980d62cc6dd,1,1.0873015873015872,4.0,2.156989247311828,3.4000000000000004
aeb33379-dfdb-4806-b193-01d47deb09f9,1,0.7638888888888888,4.0,0.7376344086021506,1.0
af446d02-b4d7-4cca-94fa-6f861bc34b35,0,0.6875,1.0,1.0,1.0
b16686ff-ef72-4ad6-bfdd-27b188284b50,1,1.1419753086419753,4.0,1.2333333333333336,1.7333333333333343
b1dd2886-1a02-4623-a2b2-70f2f52fa76d,0,1.0416666666666665,4.0,2.458064516129032,3.4000000000000004
b212dbf3-6056-4264-99ed-45e429f98456,1,2.343137254901961,6.5,3.8322580645161293,4.666666666666667
b38cbf00-1bca-431f-949f-5e447823122f,1,0.421875,1.0,0.5956989247311827,0.6666666666666666
b73c0570-8c31-482f-abeb-834694404474,1,2.3273809523809526,5.666666666666667,2.9577777777777783,4.0
bf5ba3f2-5fc0-4774-8c76-6d1c6842299c,1,0.7150537634408601,4.0,0.9763440860215055,1.0
c1e84c8b-fe2c-4a4d-88a2-233660ef3ec5,1,1.0885416666666667,4.0,2.322580645161291,4.0
c334bc51-1909-4cfb-8ea4-00bfdb92c2d3,1,2.793333333333333,16.0,3.4279569892473125,5.1333333333333355
c6405c26-8e5d-4a13-96ec-dc49dba60825,1,0.7070707070707071,2.0,1.2688172043010753,1.7333333333333334
c7a66818-fc58-40fe-921b-53998085d431,1,1.4015151515151514,9.0,2.2752688172043016,3.9333333333333336
cd563939-2e30-4e66-a2a7-292d8a8f2fa3,1,1.8518518518518519,4.0,2.624444444444445,4.0
d04c7da8-53f6-459e-8656-e3804e309658,1,0.34782608695652173,1.0,0.577777777777778,0.8666666666666671
d2dc02a2-cfdb-4817-b19b-e93d4de11871,1,0.9583333333333333,3.0,1.182716049382716,1.4666666666666668
d4259ff3-1d6c-4cd6-bec9-5ddf00114a59,1,0.32183908045977005,1.0,0.5935483870967742,1.0
d4f4c1f9-87ca-4341-86b3-169ba73961fd,1,1.0119047619047619,4.0,0.9344086021505377,1.6000000000000003
d5e8683c-2fe3-485d-beb0-d9ea78790ddf,0,0.7395833333333334,4.0,1.5419354838709678,3.4000000000000004
d60395ea-9bd1-4658-a835-ecb573c19dc5,1,1.5909090909090908,5.0,3.4451612903225812,4.866666666666667
d9b10fbb-0154-4e99-bf5e-078c540936d1,1,0.5217391304347826,1.0,0.9977011494252873,1.0
da35f605-ed21-4ca3-9456-5f91c0f1a164,1,0.6568627450980392,2.0,0.981720430107527,1.6666666666666667
dc52925a-3b8b-4ebc-a06e-8f79ed45b115,0,0.7246376811594203,2.0,1.2696969696969698,1.8000000000000003
deabd51a-fde7-4bb9-b533-1ac09d7a7437,1,0.8970588235294118,4.0,1.1333333333333335,1.8000000000000003
e0f00ceb-9dfc-41da-aaa6-97418cf424ad,1,0.8630952380952381,4.0,1.6440860215053765,3.4000000000000004
e22666a5-ac4f-4cc6-a65b-d7998b1a4e3f,1,1.1868686868686869,3.0,1.528888888888889,2.0
e3ea602e-aab1-4805-9f3d-ac7de465f17a,0,1.7133333333333334,4.0,4.0,4.0
e5acabf4-660f-45de-9967-73c23f2109cd,1,0.6060606060606061,1.6666666666666667,0.6752688172043011,0.8666666666666667
e9f76da2-c648-4a06-b994-e305991ca8e0,1,0.8271604938271605,4.0,1.341935483870968,3.2
eba34abf-5ff3-4573-9cd5-563424a89070,1,0.8260869565217391,4.0,0.6612903225806451,1.0
ef1e6564-23cf-4eff-8c4d-d7bd6cea7813,1,2.3722222222222222,9.0,3.948387096774194,4.333333333333334
f1a9004e-4d04-4c99-8076-fc9df80a4cbf,1,0.5,1.0,0.5849462365591398,0.6666666666666666
f5bd7e6b-d64c-4ccd-8c67-727c9129d12f,1,0.3480392156862745,1.0,0.5827956989247312,0.8
f82a6169-8ffc-4532-8320-551e5acbc117,1,1.84375,4.666666666666667,2.997849462365592,4.066666666666666
f86d1afc-d9c6-4c3e-a2d3-537a43450d14,1,1.196078431372549,3.0,1.524731182795699,2.0
fbd7921b-a992-4bb5-be4d-920cf2643c33,1,0.22777777777777777,1.0,0.12688172043010768,0.6666666666666666
fde3e05f-a436-42dc-a3d7-5b49edd8b63b,1,1.4195402298850575,4.0,1.930952380952381,2.200000000000001
