user_id,timestamp,prompt_idx,day,ema,true_sigma,true_rho,true_expected_mssd,ema_diff_squared,observed_mssd,user_threshold,send_prompt,decision_reason
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-01 09:00:00,0,0,4.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,,,,False,missing or insufficient EMA data
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-01 12:00:00,1,0,2.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,4.0,4.0,,False,insufficient within-person history
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-01 15:00:00,2,0,4.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,4.0,4.0,,False,insufficient within-person history
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-01 18:00:00,3,0,3.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,1.0,3.0,,False,insufficient within-person history
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-01 21:00:00,4,0,3.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,0.0,1.6666666666666667,4.0,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-02 09:00:00,5,1,2.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,1.0,0.6666666666666666,4.0,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-02 12:00:00,6,1,3.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,1.0,0.6666666666666666,4.0,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-02 15:00:00,7,1,4.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,1.0,1.0,4.0,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-02 18:00:00,8,1,4.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,0.0,0.6666666666666666,3.8000000000000007,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-02 21:00:00,9,1,4.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,0.0,0.3333333333333333,3.6000000000000005,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-03 09:00:00,10,2,4.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,0.0,0.0,3.4000000000000004,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-03 12:00:00,11,2,4.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,0.0,0.0,3.2,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-03 15:00:00,12,2,4.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,0.0,0.0,3.0,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-03 18:00:00,13,2,3.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,1.0,0.3333333333333333,2.7333333333333343,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-03 21:00:00,14,2,3.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,0.0,0.3333333333333333,2.4666666666666686,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-04 09:00:00,15,3,3.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,0.0,0.3333333333333333,2.2000000000000006,False,below within-person threshold
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-04 12:00:00,16,3,,0.9781099581413859,0.45834117178443634,1.0364090163218778,,0.0,1.933333333333335,False,missing or insufficient EMA data
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-04 15:00:00,17,3,,0.9781099581413859,0.45834117178443634,1.0364090163218778,,0.0,1.6666666666666667,False,missing or insufficient EMA data
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-04 18:00:00,18,3,,0.9781099581413859,0.45834117178443634,1.0364090163218778,,,1.5333333333333339,False,missing or insufficient EMA data
028a09cb-c265-4e10-99cb-612100d9f1d9,2026-06-04 21:00:00,19,3,4.0,0.9781099581413859,0.45834117178443634,1.0364090163218778,,,1.5333333333333339,False,missing or insufficient EMA data
