user_id,timestamp,prompt_idx,day,ema,true_sigma,true_rho,true_expected_mssd,ema_diff_squared,observed_mssd,user_threshold,send_prompt,decision_reason
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-01 09:00:00,0,0,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,,,,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-01 12:00:00,1,0,,0.3936406056500592,0.3141590586080124,0.2125461218499338,,,,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-01 15:00:00,2,0,,0.3936406056500592,0.3141590586080124,0.2125461218499338,,,,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-01 18:00:00,3,0,,0.3936406056500592,0.3141590586080124,0.2125461218499338,,,,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-01 21:00:00,4,0,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,,,,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-02 09:00:00,5,1,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,,False,insufficient within-person history
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-02 12:00:00,6,1,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,,False,insufficient within-person history
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-02 15:00:00,7,1,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,,False,insufficient within-person history
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-02 18:00:00,8,1,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,0.0,False,below within-person threshold
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-02 21:00:00,9,1,2.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,1.0,0.3333333333333333,0.0,True,prompt sent
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-03 09:00:00,10,2,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,1.0,0.6666666666666666,0.06666666666666672,True,prompt sent
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-03 12:00:00,11,2,,0.3936406056500592,0.3141590586080124,0.2125461218499338,,1.0,0.3333333333333333,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-03 15:00:00,12,2,,0.3936406056500592,0.3141590586080124,0.2125461218499338,,1.0,0.6000000000000002,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-03 18:00:00,13,2,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,,,0.8666666666666668,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-03 21:00:00,14,2,,0.3936406056500592,0.3141590586080124,0.2125461218499338,,,0.8666666666666668,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-04 09:00:00,15,3,,0.3936406056500592,0.3141590586080124,0.2125461218499338,,,0.8666666666666668,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-04 12:00:00,16,3,,0.3936406056500592,0.3141590586080124,0.2125461218499338,,,0.8666666666666668,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-04 15:00:00,17,3,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,,,0.8666666666666668,False,missing or insufficient EMA data
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-04 18:00:00,18,3,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,0.8666666666666668,False,below within-person threshold
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-04 21:00:00,19,3,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,0.8,False,below within-person threshold
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-05 09:00:00,20,4,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,0.7333333333333334,False,below within-person threshold
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-05 12:00:00,21,4,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,0.6666666666666666,False,below within-person threshold
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-05 15:00:00,22,4,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,0.6000000000000002,False,below within-person threshold
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-05 18:00:00,23,4,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,0.5333333333333338,False,below within-person threshold
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-05 21:00:00,24,4,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,0.4666666666666668,False,below within-person threshold
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-06 09:00:00,25,5,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.0,0.40000000000000036,False,below within-person threshold
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-06 12:00:00,26,5,2.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,1.0,0.3333333333333333,0.3333333333333333,False,below within-person threshold
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-06 15:00:00,27,5,2.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,0.0,0.3333333333333333,0.3333333333333333,False,below within-person threshold
00bbb8eb-c316-4bc6-973a-dabf455c7146,2026-06-06 18:00:00,28,5,3.0,0.3936406056500592,0.3141590586080124,0.2125461218499338,1.0,0.6666666666666666,0.3333333333333333,True,prompt sent
